steel,alloyCode,hEntry,hExit,wEntry,policyNo,WRB1,WRB2,WRB3,WRB4,WRB5,IRB1,IRB2,IRB3,IRB4,IRB5,IRS1,IRS2,IRS3,IRS4,IRS5,iu_mean,iu50_mean,iu100_mean,rf_mean_1,rf50_mean_1,rfMid_mean_1,rf_mean_2,rf50_mean_2,rfMid_mean_2,rf_mean_3,rf50_mean_3,rfMid_mean_3,rf_mean_4,rf50_mean_4,rfMid_mean_4,rf_mean_5,rf50_mean_5,rfMid_mean_5,C40_average
HD13A10900200,M3A43,3.368,0.676,1009.099976,12310,0.7863008699609608,0.7640676647087087,0.7429963228468468,0.8082973555585585,0.30697337785885886,0.6516774308639408,0.6388568085677986,0.589479884034419,0.659933926948487,0.48985078307345803,0.41404783723723726,0.4124450839154945,0.37160665206258886,0.2601569979242401,-0.3423176867709815,1.1156576576576578,4.021928571428572,3.177571428571428,9628.525148687688,8597.185355035715,9727.903634665236,8595.22382782883,8315.472045892859,8646.42532439485,7324.228209186186,7781.081734821428,7275.476399060086,6896.732760555556,6858.159702785714,6914.564478240343,3123.458633207207,3122.7863770000004,3123.490013274678,
HB13A11103400,M3A43,3.368,0.665,1043.699951,12310,0.7867528835565611,0.7643079497104072,0.7439678104479637,0.8087230080542986,0.3419326064434389,0.6704706711434042,0.6502483788757397,0.5928667836877829,0.6695914479168118,0.3875363581865645,0.41402238594903545,0.41245615087719295,0.3705320263237278,0.25973787106453916,-0.347193768151147,0.9624615384615384,1.409857142857143,1.3020952380952382,9756.75102517647,9062.528529607142,9770.183124487014,8677.295080968326,8438.889822785713,8665.842050564936,7343.990720457014,7739.149849999999,7286.966533720781,6981.028603113123,7122.812901071427,6955.201672837661,3123.061491438914,3124.3747210357146,3122.5877020194807,
HB13A13605500,M3A43,3.368,0.677,1032.199951,12310,0.7867107959020173,0.8136496202190202,0.743988021279539,0.8087588935504322,0.37456048179827095,0.65177693527045,0.6224707207215695,0.5762818846708047,0.6452933986045223,0.3229113199168699,0.413988472824713,0.4124442166439153,0.3705307599373072,0.25973992565852677,-0.3476253620102129,1.031521613832853,2.413214285714286,1.9025238095238097,9583.261772213256,9085.3970075,9602.950239506172,8421.653377997118,8503.483346107143,8397.457308534978,7190.428484389048,7692.205444321428,7115.758079761316,6757.354207933718,6903.741123678572,6729.833670921809,3122.0724541786744,3123.084141285714,3122.29640781893,
H123A12701200,M4A13,3.368,0.653,1029.699951,32310,0.8515125356710816,0.7907816298101545,0.8275144991589404,0.7871747668189846,0.48789904257836647,0.759108118617762,0.6077672312650705,0.607683930877908,0.6677591560511122,0.44234682917727963,0.4140345460671546,0.41403454384415794,0.4132204030595253,0.2970170787576004,-0.24593431709848568,1.2139492273730683,2.5432142857142854,2.1594782608695655,9971.878287536423,9429.641078357145,9968.304964741325,8805.573533216337,9085.635253892857,8775.891607735015,7813.871562629139,8328.586321107145,7758.600592107255,7124.575838818985,7272.590366857143,7153.490767353312,3555.327886271523,3555.967590357143,3554.4801106372242,51.76517105102539
H123A12701400,M4A13,3.368,0.641,1014.799988,32210,0.8515723808943396,0.7907272693830188,0.8279199081566038,0.7871937587471698,0.4312522866830189,0.7804381635058054,0.6235800714716981,0.6283686139862119,0.6681692175384615,0.48676583473004353,0.41404945339291627,0.4140350877192983,0.4140350212247601,0.29744899108242295,-0.24235716754716977,1.1848528301886792,1.4581428571428572,1.4606363636363637,10166.029038920755,9633.888392750001,10261.553742533693,8948.93430315283,9350.297049428571,8900.544887668464,8004.2651265867935,8686.237234964285,7884.443700250674,7122.540924422641,7470.689174071427,7104.104917301886,3555.7253583754714,3555.9541887499995,3555.308899733154,46.81409454345703
H123A15106700,CSAO1,3.368,0.942,1612.800049,22540,0.42778025651639745,0.42732646969848265,0.41805029513145936,0.4332778668120411,0.18398488265631774,0.30244398258707034,0.33354895154749803,0.33017406555170664,0.3519040829867464,0.23976154216329681,-0.47157111518664496,-0.4882219823256133,-0.4913735660990459,-0.5603436066053533,-0.5733805577693623,0.8686578560939794,0.525644844517185,0.6006708074534162,7090.632268393048,596.1423309533546,4719.4613054,6736.660479426823,468.76787948036036,4695.595337359441,5107.644330838473,204.30070031014725,3363.7475853713295,5270.69322760842,239.77369349918212,3432.1366557251745,1574.4428171111108,-913.9761652659574,451.09557640559456,48.92363357543945
HB13A14213000,M3A23,3.368,0.712,1621.599976,42340,0.5550923376236787,0.5570153440676532,0.5380902761522198,0.4783990622410148,0.34626109298731506,0.4894643410188649,0.5315069124548708,0.513056792641893,0.43247926402179215,0.2341616829037242,-0.29653484717925893,-0.298876820896851,-0.29635377046845446,-0.29470145867734876,-0.40949244919698824,2.037938689217759,2.6317368421052634,2.308612903225806,15916.558612346724,15158.91349707895,16016.210946359517,15744.544787682877,15744.130782342105,15790.754632036253,13097.709327093022,13151.640804842105,13080.738269438067,13153.988822188161,12922.883532131578,13198.844812111784,7766.548603073995,7766.778140394736,7766.143362915408,
HB13A14212900,M3A23,3.368,0.712,1546.800049,42340,0.48677584048443584,0.47506699471206226,0.4729306687626459,0.479758504307393,0.3553961251186771,0.42367468667614483,0.4104994855245436,0.42816829587099664,0.4043598803307393,0.22459983241694104,-0.1868583526861902,-0.19458481739367878,-0.24512430935900062,-0.2600315373336064,-0.40474468842241795,1.9458910505836577,3.2805714285714282,2.8565416666666668,15203.248119083659,14426.347307500004,15365.935837147223,15551.73633000973,15596.541434107145,15577.918419033336,13258.117026001946,13541.053118142858,13197.802967658334,13346.609177396886,13575.07128907143,13317.32876517778,7756.270880210117,7755.868931464284,7756.215713174999,
H123A26302400,M3A23,3.368,0.7,1543.5,42340,0.48925395971406244,0.47260479570156255,0.47221406557499995,0.46388553680937494,0.357617294228125,0.4124908386039664,0.3784132051862981,0.4179946041911057,0.38821798809014424,0.28837675578966343,-0.17629315014254385,-0.18807993012061403,-0.24431260520833337,-0.25988952774122803,-0.4047388098739034,1.72996875,3.1408571428571426,2.8132608695652173,14979.487243656253,14576.941127285714,15087.568450928573,15080.452214051562,15148.912388464287,15101.106767921874,13061.054919459375,13426.549874571429,13025.873611473215,13092.512831114062,13289.407052142857,13092.791695720982,7752.394209285939,7757.182774071429,7751.738910140625,48.89210510253906
H123A20603900,M3A23,3.368,0.701,1544.400024,42340,0.48931312438514685,0.5344966303661486,0.47223827987046635,0.46378027485664935,0.42390254424870466,0.5351191487757405,0.4869954104337717,0.490678589141092,0.47278330748438957,0.25353012263053015,-0.17629949028876163,-0.18808653547859286,-0.2443137820743569,-0.25989067479320055,-0.4047383511256552,2.8761623488773744,5.079058823529412,4.753107142857142,16838.095831302246,16062.216480941177,16858.48544293842,16666.896644588945,16566.478831529414,16670.27561189409,14392.779652773748,14843.579676088235,14366.831874916254,14418.83525104145,14512.884622058822,14435.294597160098,7755.243416193437,7753.198917088236,7755.221817975369,46.111183166503906
H123A28502300,M3A21,3.368,0.626,1400.099976,32230,0.4845403678742393,0.46917546035902635,0.5443671116105475,0.5648415700669371,0.33169280319472616,0.4818486192775784,0.45846827688953035,0.4192162017452021,0.49044564101575905,0.1549601054127009,0.12307348349880785,0.10118088602540835,0.03690210312800256,0.006035657094053593,-0.29110792536920393,1.7447890466531442,3.497928571428571,3.0543333333333336,12084.090566770792,12653.897286607142,13740.664821110142,12402.27205089452,14178.189627535712,14376.597081628986,10853.730433123732,12260.236363,11629.375288750723,11057.457888965517,12623.777587964285,12033.409658075365,4492.349203273833,4932.918613928572,4932.603487295652,54.44120407104492
H123A28502200,M3A21,3.368,0.595,1405.199951,32230,0.5265041518766356,0.5116555029738317,0.5455566687906541,0.5689621521514019,0.3213245273495327,0.5389034311480948,0.5163828486578002,0.4469948192537742,0.49308511573975555,0.15214149884543493,0.133750777084768,0.11034248451877356,0.03849772093785867,0.0060783079193310365,-0.2921516223577636,1.5536915887850467,3.4566923076923075,2.9558500000000003,13333.010944807476,12985.832444346152,13968.581783858666,13705.175883476637,14251.652418884614,14578.322729165333,10925.340884214955,12249.71555730769,11699.567546901335,11128.177849358879,12612.093975423077,12018.399580717336,4508.062476269159,4933.078575615385,4932.232045584,49.236175537109375
H123A30905200,M3A31,3.368,0.597,1401.800049,12230,0.503245715375,0.4937099743786766,0.4944989353694853,0.5025349231029412,0.27544464140992647,0.4625683157084276,0.4422568495574095,0.4408994447716346,0.4633146544888292,0.16272859726597852,0.16256417790247676,0.036927502579979364,-0.06382591738261094,-0.0986729233230134,-0.37283372305211554,1.0642720588235295,2.6852,2.2516818181818183,13172.349964829045,12976.980338500001,13189.139146068243,11750.505796556985,11934.725455833335,11651.383460979001,10099.239726360294,10299.702929766667,10044.74301028084,9895.841669424632,9913.733886733333,9859.09515204462,4214.425477887868,4216.465478633333,4214.011753375328,66.19288635253906
H123A30905300,M3A31,3.368,0.588,1402.400024,12230,0.4603201008472441,0.45193491503937006,0.46271835801574807,0.4394672531039369,0.3235716067858268,0.37600305120654154,0.37689832467595397,0.40488556987825564,0.39833203827922475,0.14420457974984857,0.17699173925680342,0.05878662527973476,-0.023789252659207078,-0.07793645423401022,-0.3560623362287609,1.7626629921259842,3.4713125,3.0030799999999993,11947.316301675592,12771.57131959375,13116.140148793258,10440.325638223621,12027.641021656249,11643.33575535281,9202.139756119685,10261.35015878125,10043.813535842697,9178.91435008189,9859.0817565625,9845.388415105617,3810.135410371654,4107.089637749999,4107.5446041887635,61.52889633178711
H123A30906000,M3A33,3.368,0.595,1283.099976,12220,0.6756411620662983,0.7215150479060773,0.6847439353867404,0.6742616901012891,0.2953184229647461,0.5635250783524578,0.6355440992350192,0.6351518120519904,0.5603919070080748,0.3808020054929877,0.3298531876385254,0.18183063559174178,0.07392484801783465,0.017973958864010858,-0.400118381351168,1.54392817679558,4.616,4.210681818181819,12426.119412197055,11900.890299533332,12461.350020555263,11367.466104491714,11353.199674466665,11321.148275618421,9681.735085397791,9959.138476566668,9675.925149063158,9217.6005050221,9416.995703133336,9210.40122071579,3884.568936683241,3887.4980631666663,3884.32664088421,45.03464889526367
H223A31003200,CSAO1,3.368,0.511,1268.300049,22220,0.6988795715923912,0.7715682866385869,0.7837498112595109,0.6929895549483696,0.31527363283423915,0.45243282987823996,0.5416431789308112,0.7166083447486413,0.5892242358314173,0.27247686821331524,0.3420571133199848,0.18106144681064074,0.1181964602927155,0.10021371813501147,-0.4626433076277651,1.2645489130434784,3.2626875,2.8655454545454546,10464.718545668478,10303.8164368125,10769.080645093205,9697.79167639538,10063.8026733125,9698.24855126602,9579.742241907608,9631.978485125,9514.264240747572,8689.382023019023,8835.84509278125,8777.140917017476,3796.862441029891,3796.62206271875,3796.840104970874,47.4627650000
H223A31001900,CSAO1,3.368,0.504,1267.099976,22220,0.7079991548920118,0.6979681558964498,0.7468539977544378,0.7151563695340236,0.3679078003047337,0.5886838308858671,0.5232006390111517,0.5552427409359354,0.6157228075910333,0.31632834221495215,0.3420520632461331,0.1810637355444825,0.11818436430499324,0.10021296380670613,-0.37166563083151666,1.223612426035503,2.9824374999999996,2.6474545454545453,10884.835676008877,10383.73599240625,11016.448830585623,9562.767214081361,9735.670410093751,9527.439104198733,9222.263322275148,9503.64007565625,9132.379267549684,9801.762120344674,10203.66213984375,9752.305552581396,3790.044388093195,3793.16150665625,3789.3570048329816,29.6933950000
H223A31001700,CSAO1,3.368,0.506,1268.099976,22220,0.7079887696617375,0.6979527785212569,0.7468620218595194,0.7151569651792976,0.3120977984639557,0.5932352820190531,0.5124053902075928,0.5477648214176027,0.6067707780250249,0.3339668453568889,0.34205318311768335,0.1810619667931381,0.11819106753575251,0.10021214613613516,-0.37166605233972183,1.272301293900185,3.50625,3.046954545454545,10931.562328521257,10570.159240656249,11006.921864674603,9458.968091136785,9682.838806156251,9437.893213653439,9135.539775493531,9620.145141593748,9083.69084300529,9717.069716811458,10217.495758062501,9743.801951568783,3790.4212874288355,3789.66359715625,3790.8045970555554,53.4433760000
H223A31002500,CSAO1,3.368,0.498,1279.300049,22120,0.7080029499565892,0.6980180840806203,0.7468992712790697,0.7151433905178295,0.3480033145271318,0.5913820049516995,0.51717152640966,0.5565181466237328,0.6031300539445438,0.3074081023810376,0.3420559776145791,0.1810624738365293,0.11819670753161976,0.10021297363253096,-0.37166664069631444,1.237274418604651,3.2146000000000003,2.7181363636363636,10914.122710748838,10387.115820366667,11042.802248247788,9507.1230166,9819.542968766667,9473.594959904869,9235.270271638761,9710.648046833334,9121.094834601769,9683.331393843411,10106.562532533333,9614.019224471238,3792.013443248062,3791.7307779,3791.847417504425,40.9348790000
H223A31002100,CSAO1,3.368,0.497,1273.5,22120,0.70808206603154,0.6980063821873841,0.746924973051948,0.7152085589202226,0.3419306171910946,0.5945625997074354,0.512812062641644,0.5407835624068789,0.5893736659690311,0.29793754064150135,0.34206744096605146,0.18106688525860107,0.1181966586661459,0.10021143779578817,-0.3689075285356248,1.224996289424861,2.8919333333333337,2.503772727272727,10946.434945363637,10369.664322966668,11073.659649894178,9467.383627805195,9655.898535166667,9470.065005986773,9058.191746847866,9510.738476566668,9030.220377574075,9552.63646145269,9984.299023466669,9539.752056436508,3764.132363172542,3788.9216878999996,3792.632827997355,29.0450730000
H223A31002700,CSAO1,3.368,0.497,1273.5,22120,0.7080119766962844,0.698007288526656,0.746858455736672,0.7152097380920841,0.33663929060904685,0.5847485444904934,0.5000864045321237,0.5435281876065614,0.5937445484708587,0.2972078241686343,0.3420448941303177,0.1810649287929031,0.11819743063231584,0.1002132472862285,-0.371666184281382,1.2598869143780291,3.0107999999999993,2.6347272727272726,10849.207308919225,10407.308235666665,10944.904735654378,9350.226354234248,9609.663834566667,9345.969206771888,9090.882416516963,9546.007356833334,9053.39925656221,9593.745554192245,10125.569889299999,9573.3537878894,3792.62453301777,3792.793277966667,3792.459529476958,44.5401370000
H223A31002900,CSAO1,3.368,0.5,1265.199951,22220,0.707979128460371,0.6980105922209107,0.7468440402411467,0.7151773145396291,0.32578080474367627,0.6075427143163835,0.5139252857011285,0.5561393928823453,0.6002114292171489,0.3160555484090025,0.342053785325878,0.1810662968965415,0.11819638320759741,0.10021277479364517,-0.3716682338392356,1.3804772344013492,3.247799999999999,2.824909090909091,11075.161493440135,10374.557584633332,11190.924028113255,9479.580083062396,9669.487825433334,9458.45317440723,9229.962100146711,9625.073046866666,9135.038728354217,9656.575638310287,10150.879817766665,9602.504529853013,3792.236590809443,3793.288761366667,3792.8352921614455,44.8608620000
H223A31003400,CSAO1,3.368,0.529,1224.5,22220,0.6443163106473283,0.626016420859542,0.6331409290534351,0.5879579045587786,0.31441476756183206,0.3590687840416911,0.5158919393869641,0.37594818105637107,0.30600868144216087,0.43910044096829126,0.3150874545975626,0.16418352485871163,0.10520905173697603,0.08797964383554306,-0.4193853019258068,1.7070503816793896,3.730199999999999,3.311818181818182,9456.24802898626,9675.329785133332,10351.578410102395,8361.394183861068,9474.5833007,9275.429591755992,7552.144593893129,9077.256380300001,8459.234962246188,7782.856901538932,9395.966927066667,8823.493327877995,3355.102118633588,3595.1268066666667,3596.950518716776,40.5874920000
H223A31003300,CSAO1,3.368,0.5,1210.699951,22220,0.7021342738711256,0.6972883614469821,0.7151917354306689,0.671345771831974,0.3542358094257749,0.3850628572129502,0.5535578275636843,0.4205759768785293,0.3459309757792697,0.46715048939892084,0.3420559275178157,0.18105754862196272,0.11819907681520278,0.10021293137574767,-0.46264641745800056,1.8990097879282215,3.4921249999999997,3.2421818181818183,10218.125866649265,9739.005737406249,10298.433461722612,9105.889648453507,9288.04055790625,9087.747773731935,8480.946631587276,8894.66018678125,8458.732950004662,8845.919176324633,9185.62017828125,8851.256353365967,3596.502832115824,3597.75936125,3596.449488498834,52.1869140000
H623A48901000,M3A30,3.368,0.473,1206.199951,12120,0.7325051188044515,0.739956508036566,0.7600637180985692,0.7123894775755167,0.2849472592686805,0.5649515036584322,0.6718719109966981,0.6945013149406872,0.7070288377008683,0.4920252126923077,0.4087921231807659,0.27979845542632414,0.21896293110199985,0.20206587950241264,-0.3603349737874097,1.3121192368839427,2.7200625,2.352272727272727,10461.470144203498,9695.052734375,10600.278486390021,9305.051343294119,9183.62622071875,9271.462474342405,8086.395020305245,8650.07072453125,7989.744021043084,8466.44238435453,8982.041381781251,8409.378740156462,3270.421994944356,3275.3900145937505,3269.9870876893424,
H623A44507900,M3A30,3.368,0.488,1100.099976,12120,0.7308104869514416,0.740077343292868,0.7600478531350531,0.7100700121350532,0.2700468405159332,0.5776104318092681,0.6873999547782187,0.7060101041998366,0.6937771349579783,0.4974743822668378,0.4140549480818891,0.2863244638127945,0.2234502550009318,0.20486254887522296,-0.3573712900992998,1.29195751138088,1.7789333333333335,1.6263913043478266,10568.442897016692,10096.524414066667,10630.187535917748,9444.846899028831,9642.304557266667,9395.176237839827,8185.326028128983,8593.4783203,8140.879178919914,8330.86180307739,8781.017089833333,8373.445720476191,3269.9155658801214,3270.5849690666664,3269.8445167770565,
H623A44508000,M3A30,3.368,0.484,1097.5,12110,0.7308840355283842,0.740029458404658,0.7600812624803494,0.7122748919301309,0.26672135368704514,0.5917543506281492,0.6919533888646289,0.7028097628171537,0.6952644344916583,0.48462595597637437,0.41406185022600167,0.2863248763247274,0.22344993306264205,0.2054806280548533,-0.3573712750632039,1.3217059679767102,1.6789375,1.5872727272727274,10696.196539247454,10005.878570625,10823.977281214136,9494.60942331441,9585.1518249375,9455.242437224533,8159.558906487627,8644.442596500001,8082.792275426196,8346.319964235809,8674.8215026875,8292.91860320582,3270.1444207350796,3269.0435561249997,3269.8756705031187,
H623A44507500,M3A30,3.368,0.513,1101.800049,12220,0.7308499219202038,0.7400140680390491,0.7600145069728353,0.7122735824634975,0.2763169516162988,0.5894940537031474,0.6948606264496539,0.7058649894893563,0.6768502142405641,0.4796853926642287,0.41401721514312095,0.28632484006791176,0.22344949656569268,0.20548857467607903,-0.35737175130015186,1.4362988115449915,2.405625,2.22764,10679.934043086587,10147.152954187499,10729.859129094431,9518.784834587435,9763.47152709375,9469.069945973366,8184.346111016977,8639.75137328125,8135.615261585956,8176.917942224109,8528.755035406251,8204.850597757868,3270.2124425382003,3268.76759334375,3270.3586803898306,
H623A44507800,M3A30,3.368,0.473,1105.599976,12120,0.7308106070437829,0.7399245024938704,0.7599994799614712,0.7123101456007005,0.2621288181103328,0.5890416581698774,0.6889603500222282,0.6969891891007678,0.6539084294321702,0.48351852045534155,0.4140167759056134,0.28632291274771865,0.22345125333824928,0.20548627949119735,-0.35737130344424983,1.4075183887915936,2.083333333333333,1.8477727272727278,10673.110431950963,10028.512532566669,10741.528357037596,9460.997155817862,9517.1819986,9408.91328173183,8101.932718954465,8618.826074266666,8047.557458107769,7969.1347818826625,8282.122314466666,7955.580734070176,3272.196477630473,3272.532031266667,3271.924638270677,
H623A48900900,M3A30,3.368,0.475,1102.300049,12120,0.7308344082965205,0.7154563297594553,0.7071382214478064,0.6722852402904689,0.29843107726928897,0.6362923619393692,0.6947102854433842,0.6551073566047946,0.5458005058722216,0.4627910753258467,0.4140444312286011,0.27678636155744885,0.2078914975873875,0.1868416793906097,-0.431611867436367,1.3890060514372164,2.0078148148148154,1.7672307692307687,10912.385199981845,10026.018880222224,11012.224664333333,9574.167832818457,10463.337782148146,9893.574846521646,7776.822941529501,9514.148093888887,8249.359181575757,7456.686644593041,8417.588216166667,7890.202485588744,3101.60617715885,3270.3014548888896,3269.4171253484847,
H123A30906100,M3A46,3.368,0.625,1088.699951,12210,0.8563608494988864,0.833402849545657,0.7789471434120268,0.74577165144098,0.47917513310690424,0.6776312127248587,0.5727835241399692,0.48051748547884193,0.5213882137313688,0.3510986819145108,0.4140293823858087,0.41375821500410276,0.41003774384401986,0.2999978896807721,-0.3468192136599852,1.546904231625835,2.1014,2.032454545454545,10685.622083367483,9936.695117166666,10709.203019587301,9093.36365533853,9284.464843766667,9026.873766107938,7820.292701247216,8233.764029966665,7760.699085463491,7522.225206394209,7703.404134066665,7518.727100387301,3766.3463637616924,3798.6986816666667,3800.65203991746,58.69224548339844
H123A30906200,M3A46,3.368,0.625,1083.099976,12210,0.7924273736527473,0.7455905828835164,0.6831874409802198,0.6475424234571429,0.45099651836923077,0.632950943624683,0.5209244962662722,0.426934977591716,0.45491425030177507,0.34162178232713436,0.3830953537073454,0.3703602860535956,0.36307985347214194,0.26044040866782336,-0.32455246491613654,1.4822989010989014,2.3726666666666674,2.1645909090909097,9942.594818828573,10503.3906901,10771.073171749214,8209.013933712087,9497.133561233331,9130.910551134797,6911.277345890109,8352.0877279,7825.946408448277,6548.123885,7984.6794109,7507.539093097179,3600.8172502945054,3802.2846680666667,3801.3743043228833,49.226741790771484
H123A15706600,SPHC,3.368,0.621,1084.699951,22210,0.8411672320442892,0.7449286686643357,0.7027578302820512,0.6945332924848485,0.34302137694638696,0.7230427310202617,0.512215360568406,0.4858245509288148,0.538203032097902,0.3318816869983862,0.41403508771929837,0.4039763634400687,0.33547523797489054,0.2860133315666789,-0.23518357892283157,2.061053613053613,2.9975333333333336,2.6971818181818183,9806.759578972027,9369.640820433331,9859.990575036547,8915.653800631702,9310.587076766666,9060.992197245847,7671.255159384615,8459.986621066666,7926.353165235881,7538.31327965035,8102.447607399999,7908.9011027674405,3036.1420614102567,3216.554085233333,3216.0648668272424,51.04795455932617
H123A15706700,SPHC,3.368,0.61,1076.0,22210,0.8412006713587176,0.7588197946072144,0.729832480759519,0.7284563475310621,0.30816777171743487,0.7200728211353477,0.5197787461908432,0.5066273535432403,0.5559435909010328,0.39338130655079384,0.4140358613507718,0.41164096451147913,0.3459164619414267,0.3000047112822135,-0.24468206826987307,1.8693046092184367,2.1452666666666667,2.0701363636363634,9773.218971152306,9366.780338499999,9858.72370258,9065.127309316635,9196.6825845,9018.67030695143,7989.077346114229,8424.327571633332,7883.36304549143,7827.650136202405,8133.969075466667,7760.525394814286,3216.262834769539,3217.0138101999996,3216.1601367485714,50.499664306640625
H123A25906300,M3A32,3.368,0.566,1043.099976,12210,0.8297000742012383,0.7808940156671826,0.7316188755046439,0.7206093457213623,0.4662440572616099,0.6212514059597524,0.5588783449124792,0.5240128303340081,0.6341650222005238,0.3646718237098118,0.41403503339308023,0.4140350877192983,0.39295920700124926,0.2999978823420781,-0.32588473975883986,1.9086687306501549,2.9616666666666664,2.813772727272727,10446.060427464396,9718.626529933335,10587.356922794248,9217.079313208978,9177.9936849,9200.452571918142,7879.0193286873055,8052.258203133333,7849.570448617257,8245.428562783281,8518.737792933334,8236.36561894469,3141.173639156347,3140.0791910999997,3140.791819878318,47.76799011230469
H123A15709000,SPHC,3.368,0.639,1018.299988,22210,0.8412173793229973,0.7588746225813953,0.7298297510361755,0.7284820102764857,0.41220671283204136,0.6659623994623336,0.5002791830103359,0.4749371858328365,0.5851004375809978,0.4717655674647187,0.4140337274581804,0.411645404759962,0.3459206630672288,0.30000099803254904,-0.237936439829548,2.0051214470284235,1.9820625,1.9040454545454544,9117.527487576226,8651.32406615625,9145.44258820295,8369.520097746768,8518.0077515625,8331.989151479704,7375.031439260982,7784.949432406249,7331.589733826569,7815.368447948321,8176.159988468749,7787.500136915129,3075.6246019431524,3074.61336521875,3075.860419129151,40.960838317871094
